society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Vasant Apartment,175.0,7608.0,5.0,5.0,2.0,3.0,East,Old Property,5," old delhi road, opp sector-14",3.0,0,1,1,1,2300.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,5,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0.02300210304942166
Signature Global Solera ,50.0,8928.0,2.0,2.0,2.0,13.0,,New Property,2, Sector 107 Gurgaon,13.0,0,0,0,0,560.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005600358422939068
Signature Global Park ,82.0,7585.0,3.0,2.0,3.0,2.0,,New Property,3, Sector 36 Sohna,4.0,0,0,0,0,1081.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010810810810810811
Orris Carnation Residency,110.00000000000001,6686.0,3.0,4.0,3.0,6.0,East,Moderately Old,3, Sector 85 Gurgaon,12.0,1,0,0,0,1300.0,,1645.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,34,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.01645228836374514
IRWO Westend Towers,65.0,12059.0,1.0,1.0,2.0,3.0,,Old Property,1, Sector 47 Gurgaon,4.0,0,0,0,0,539.0,,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,25,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053901650219752885
Smart World Orchard,158.0,13739.0,2.0,2.0,2.0,3.0,South,New Property,2, Sector 61 Gurgaon,4.0,0,1,0,0,1150.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011500109178251693
AFNHB Jalvayu Vihar,85.0,12859.0,2.0,2.0,1.0,2.0,West,Old Property,2, Sector 30 Gurgaon,4.0,0,0,0,0,661.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,20,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.006610156310755113
"Godrej , Sector ",125.0,9038.0,2.0,2.0,3.0,1.0,East,Undefined,2, Sector 79 Gurgaon,16.0,0,0,0,0,,1383.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013830493472007082
Signature Global Park ,72.0,6660.0,3.0,2.0,3.0,3.0,,Under Construction,3, Sector 36 Sohna,4.0,0,0,0,0,,,1081.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010810810810810811
Satya Element One,87.0,19333.0,1.0,1.0,1.0,2.0,,Relatively New,1, Sector 49 Gurgaon,12.0,0,0,0,0,450.0,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0.004500077587544613
Godrej Aria,170.0,7426.0,3.0,4.0,3.0,6.0,East,New Property,3, Sector 79 Gurgaon,15.0,1,0,0,0,1121.0,,2289.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022892539725289523
Tulip Ivory,235.0,9791.0,4.0,4.0,3.0,10.0,East,Moderately Old,4, Sector 70 Gurgaon,12.0,1,0,0,0,2400.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0.02400163415381473
Breez Global Heights A,50.0,8375.0,3.0,2.0,2.0,2.0,,Under Construction,3, Sector 88A Gurgaon,19.0,0,0,0,0,597.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005970149253731343
Godrej ,141.0,9000.0,2.0,2.0,3.0,3.0,,New Property,2, Sector 79 Gurgaon,14.0,0,1,0,0,1572.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015666666666666666
Signature Global City ,99.0,6622.0,3.0,2.0,3.0,1.0,East,New Property,3, Sector 92 Gurgaon,4.0,0,0,0,0,1495.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.014950166112956811
Tulip Violet,325.0,10105.0,4.0,5.0,3.0,14.0,,Relatively New,4, Sector 69 Gurgaon,14.0,0,0,1,0,,,3216.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032162295893122216
Birla Navya,350.0,25925.0,3.0,3.0,3.0,1.0,,Under Construction,3, Sector 63A Gurgaon,4.0,0,0,0,0,1350.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.013500482160077145
Parsvnath Green Ville,250.0,12820.0,4.0,5.0,3.0,1.0,South-East,Moderately Old,4, Sector 48 Gurgaon,19.0,0,0,0,0,1950.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,5,1,0,0,15,0,3,0,3,0,0,0,0,0,0,0,0,1,0.01950078003120125
Pyramid Pride,50.0,6578.0,2.0,2.0,1.0,8.0,North,Under Construction,2, Sector 76 Gurgaon,14.0,0,0,0,0,760.0,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,46,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007601094557616297
Suposhaa Smartworld Orchard,225.0,14525.0,3.0,3.0,2.0,3.0,,Under Construction,3, Sector 61 Gurgaon,4.0,0,0,0,0,1549.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01549053356282272
Mittal Surya Vihar,140.0,5833.0,5.0,4.0,2.0,2.0,,Moderately Old,5, Sector 21 Gurgaon,3.0,0,0,0,0,,,2400.0,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024001371506943255
Orris Carnation Residency,90.0,6428.0,3.0,3.0,2.0,12.0,,Relatively New,3, Sector 85 Gurgaon,12.0,0,0,0,0,1400.0,1402.0,1485.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.014001244555071561
Trisara Our Homes ,36.0,5980.0,2.0,2.0,1.0,1.0,,New Property,2, Sohna,4.0,0,0,0,0,450.0,,602.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.006020066889632107
Kendriya Vihar,65.0,8609.0,1.0,1.0,1.0,0.0,,Moderately Old,1, Sector 56 Gurgaon,4.0,0,0,0,0,755.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,44,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007550238122894645
Godrej Aria,130.0,8843.0,2.0,2.0,2.0,7.0,,Relatively New,2, Sector 79 Gurgaon,15.0,0,1,0,0,,,1470.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0.014700893361981228
Ansal Heights ,67.0,5100.0,2.0,2.0,1.0,10.0,,Relatively New,2, Sector 86 Gurgaon,14.0,0,0,0,0,,,1360.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013137254901960785
Breez Global Heights,25.0,7002.0,1.0,1.0,1.0,1.0,,Relatively New,1, Sohna,10.0,0,0,0,0,357.0,,414.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003570408454727221
Kendriya Vihar,58.0,9586.0,1.0,1.0,1.0,1.0,,Old Property,1, Sector 56 Gurgaon,4.0,0,0,0,0,605.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,30,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.006050490298351763
om apartment Dayanand colony,25.5,4373.0,1.0,1.0,1.0,3.0,North-East,Relatively New,1, Sector 5 Gurgaon,4.0,0,0,0,0,583.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005831237136976903
Pyramid Urban Homes ,60.0,8000.0,3.0,2.0,2.0,2.0,East,New Property,3, Sector 86 Gurgaon,11.0,0,0,0,0,750.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075
Pyramid Urban Homes ,50.0,8319.0,2.0,2.0,1.0,2.0,East,Relatively New,2, Sector 86 Gurgaon,13.0,0,0,0,0,601.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006010337780983291
Godrej Nature Plus,135.0,8231.0,3.0,2.0,3.0,7.0,North-East,Under Construction,3, Sector-33 Sohna,26.0,0,0,1,0,,,1640.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01640140930628113
Unitech South Park,112.99999999999999,7000.0,3.0,3.0,2.0,1.0,,Under Construction,3, Sector 70 Gurgaon,19.0,0,0,0,0,,,1610.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,16,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01614285714285714
Raheja Atharva,160.0,5319.0,4.0,1.0,0.0,0.0,,New Property,4, Sector 109 Gurgaon,1.0,0,0,0,0,,3008.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03008084226358338
Greenopolis,65.0,5195.0,2.0,2.0,2.0,15.0,,Under Construction,2, Sector 89 Gurgaon,21.0,0,0,0,0,1251.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012512030798845043
Breez Global Hill View,32.0,5776.0,2.0,2.0,2.0,19.0,North,Relatively New,2, Sohna,19.0,0,0,0,0,554.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0.00554016620498615
Satya The Hermitage,80.0,5517.0,2.0,2.0,0.0,10.0,,Undefined,2, Sector 103 Gurgaon,12.0,0,0,0,0,,1450.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014500634402755121
Sahara Grace,550.0,14612.0,4.0,5.0,3.0,5.0,East,Moderately Old,4, Chakkarpur,13.0,1,0,0,0,,,3764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7,5,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,2,0.037640295647413086
Imperia The Esfera,95.0,5703.0,2.0,2.0,0.0,17.0,,Under Construction,2, Sector 37C Gurgaon,17.0,1,0,0,0,,1578.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016657899351218655
Alpha Corp GurgaonOne ,120.0,9448.0,2.0,2.0,1.0,6.0,South-West,Relatively New,2, Sector 84 Gurgaon,26.0,0,0,0,0,,,1270.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012701100762066046
Smart World Orchard,155.0,13478.0,2.0,2.0,1.0,3.0,,Under Construction,2, Sector 61 Gurgaon,4.0,0,1,0,0,,,1150.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011500222584953257
The Ivy,600.0,15765.0,4.0,5.0,3.0,2.0,North-East,Undefined,4, Sushant Lok,2.0,0,0,0,0,,3806.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038058991436726926
HCBS Sports Ville,29.8,4011.0,2.0,2.0,2.0,3.0,,Undefined,2, Sohna,3.0,0,0,0,0,621.0,743.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007429568686113189
Whiteland BliSS The Leafville,192.0,11500.0,3.0,3.0,2.0,2.0,,Undefined,3, Sector 76 Gurgaon,2.0,0,0,0,0,940.0,1672.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016695652173913042
MRG Skyline,182.0,13392.0,3.0,2.0,2.0,4.0,East,Undefined,3, Sector 106 Gurgaon,4.0,0,0,0,0,952.0,1359.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013590203106332138
Adani Aangan Arcade,50.0,7763.0,2.0,2.0,1.0,4.0,,Relatively New,2, Sector 89 A Gurgaon,12.0,0,0,0,0,644.0,672.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,30,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0.0064408089656060805
Adani Aangan Galleria,25.0,5000.0,1.0,1.0,1.0,6.0,,New Property,1, Sector 89 A Gurgaon,10.0,0,0,0,0,410.0,430.0,500.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005
Sare Green Parc ,107.0,5246.0,4.0,3.0,3.0,10.0,,Under Construction,4, Sector 92 Gurgaon,16.0,1,1,0,0,,2040.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020396492565764392
Shree Vardhman Flora,80.0,5925.0,2.0,3.0,2.0,0.0,,Undefined,2, Sector 90 Gurgaon,1.0,0,0,0,0,,1350.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01350210970464135
Spectrum Centre,62.0,9538.0,1.0,1.0,0.0,6.0,,Undefined,1, Sector 82A Gurgaon,6.0,0,0,0,0,,650.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006500314531348291
Godrej Nature Plus,125.0,9025.0,2.0,2.0,3.0,17.0,,Undefined,2, Sector-33 Sohna,17.0,0,0,0,0,1000.0,1385.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013850415512465374
Smart World Gems,88.0,7978.0,2.0,2.0,0.0,2.0,,Undefined,2, Sector 89 Gurgaon,2.0,0,0,0,0,,1103.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011030333416896465
Vatika India Next,80.0,6426.0,2.0,2.0,3.0,9.0,,Undefined,2, Sector 82 Gurgaon,9.0,0,0,0,0,1245.0,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012449424214130096
Godrej Nature Plus,110.00000000000001,7971.0,2.0,2.0,2.0,14.0,North,Undefined,2, Sector-33 Sohna,14.0,0,0,0,0,1380.0,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013800025090954713
Sare Green Parc,85.0,6741.0,3.0,2.0,2.0,14.0,,Undefined,3, Sector 92 Gurgaon,14.0,0,0,0,0,,1261.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012609405132769619
Residency Grand,500.0,7692.0,5.0,7.0,3.0,1.0,East,Moderately Old,5, Sector 52 Gurgaon,12.0,1,0,1,0,5200.0,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06500260010400416
Godrej Oasis,145.0,8082.0,3.0,3.0,3.0,12.0,,Relatively New,3, Sector 88A Gurgaon,15.0,0,0,0,0,1794.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.017941103687206136
Godrej Air,250.0,1379.0,4.0,5.0,3.0,16.0,North-East,Under Construction,4, Sector 85 Gurgaon,24.0,0,1,1,0,18122.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0.18129079042784627
Smart World Gems,125.0,8784.0,3.0,3.0,3.0,2.0,North,Under Construction,3, Sector 89 Gurgaon,4.0,0,0,1,0,,,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014230418943533697
SS Residency,48.0,5333.0,3.0,2.0,2.0,2.0,,Moderately Old,3, Dayanand Colony,3.0,0,0,0,0,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009000562535158447
Ireo The Corridors,200.0,11428.0,3.0,3.0,3.0,12.0,,New Property,3, Sector 67A Gurgaon,19.0,0,1,0,0,,,1750.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01750087504375219
Imperia Elvedor,55.0,8221.0,1.0,1.0,0.0,5.0,,Undefined,1, Sector 37C Gurgaon,5.0,0,0,0,0,,669.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006690183675951831
HCBS Sports Ville,32.0,5517.0,2.0,2.0,1.0,7.0,,New Property,2, Sohna,13.0,0,0,0,0,580.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005800253761102049
